地区,日期,最高温度,最低温度
南京,2011年01月18日,1,-3
南京,2011年01月19日,1,-2
南京,2011年01月20日,2,-2
南京,2011年01月21日,2,-4
南京,2011年01月22日,5,-2
南京,2011年01月23日,6,-4
南京,2011年01月24日,5,-3
南京,2011年01月25日,6,-1
南京,2011年01月26日,5,-1
南京,2011年01月27日,3,-1
南京,2011年01月28日,1,-3
南京,2011年01月29日,4,-4
南京,2011年01月30日,4,-4
南京,2011年01月31日,6,-2
南京,2011年02月01日,9,-1
南京,2011年02月02日,11,1
南京,2011年02月03日,13,2
南京,2011年02月04日,14,1
南京,2011年02月05日,16,2
南京,2011年02月06日,15,4
南京,2011年02月07日,16,7
南京,2011年02月08日,17,4
南京,2011年02月09日,6,1
南京,2011年02月10日,3,-1
南京,2011年02月11日,6,-3
南京,2011年02月12日,5,-2
南京,2011年02月13日,3,-2
南京,2011年02月14日,4,-4
南京,2011年02月15日,6,0
南京,2011年02月16日,5,1
南京,2011年02月17日,6,0
南京,2011年02月18日,7,2
南京,2011年02月19日,8,2
南京,2011年02月20日,10,2
南京,2011年02月21日,12,2
南京,2011年02月22日,14,5
南京,2011年02月23日,17,7
南京,2011年02月24日,20,8
南京,2011年02月25日,15,9
南京,2011年02月26日,9,7
南京,2011年02月27日,10,5
南京,2011年02月28日,6,3
南京,2011年03月01日,6,0
南京,2011年03月02日,7,-1
南京,2011年03月03日,9,1
南京,2011年03月04日,11,3
南京,2011年03月05日,10,5
南京,2011年03月06日,9,1
南京,2011年03月07日,11,2
南京,2011年03月08日,16,3
南京,2011年03月09日,13,2
南京,2011年03月10日,15,3
南京,2011年03月11日,17,5
南京,2011年03月12日,19,10
南京,2011年03月13日,21,8
南京,2011年03月14日,13,4
南京,2011年03月15日,11,1
南京,2011年03月16日,14,3
南京,2011年03月17日,17,5
南京,2011年03月18日,19,8
南京,2011年03月19日,16,10
南京,2011年03月20日,14,5
南京,2011年03月21日,7,2
南京,2011年03月22日,9,1
南京,2011年03月23日,14,5
南京,2011年03月24日,13,2
南京,2011年03月25日,14,4
南京,2011年03月26日,16,5
南京,2011年03月27日,18,7
南京,2011年03月28日,19,4
南京,2011年03月29日,18,5
南京,2011年03月30日,20,5
南京,2011年03月31日,22,9
南京,2011年04月01日,23,9
南京,2011年04月02日,15,5
南京,2011年04月03日,12,3
南京,2011年04月04日,16,5
南京,2011年04月05日,18,7
南京,2011年04月06日,16,9
南京,2011年04月07日,17,6
南京,2011年04月08日,18,10
南京,2011年04月09日,22,12
南京,2011年04月10日,24,8
南京,2011年04月11日,18,7
南京,2011年04月12日,21,11
南京,2011年04月13日,24,13
南京,2011年04月14日,28,16
南京,2011年04月15日,28,13
南京,2011年04月16日,22,9
南京,2011年04月17日,24,8
南京,2011年04月18日,21,8
南京,2011年04月19日,23,9
南京,2011年04月20日,25,14
南京,2011年04月21日,21,14
南京,2011年04月22日,23,9
南京,2011年04月23日,25,12
南京,2011年04月24日,24,13
南京,2011年04月25日,30,17
南京,2011年04月26日,30,15
南京,2011年04月27日,25,12
南京,2011年04月28日,27,13
南京,2011年04月29日,33,22
南京,2011年04月30日,29,15
南京,2011年05月01日,27,13
南京,2011年05月02日,27,15
南京,2011年05月03日,21,12
南京,2011年05月04日,24,13
南京,2011年05月05日,26,14
南京,2011年05月06日,30,17
南京,2011年05月07日,32,21
南京,2011年05月08日,33,24
南京,2011年05月09日,35,24
南京,2011年05月10日,28,20
南京,2011年05月11日,24,15
南京,2011年05月12日,25,16
南京,2011年05月13日,27,16
南京,2011年05月14日,28,16
南京,2011年05月15日,29,18
南京,2011年05月16日,29,17
南京,2011年05月17日,32,20
南京,2011年05月18日,34,21
南京,2011年05月19日,35,23
南京,2011年05月20日,36,20
南京,2011年05月21日,26,15
南京,2011年05月22日,18,12
南京,2011年05月23日,18,12
南京,2011年05月24日,23,14
南京,2011年05月25日,23,16
南京,2011年05月26日,26,15
南京,2011年05月27日,27,16
南京,2011年05月28日,28,16
南京,2011年05月29日,29,19
南京,2011年05月30日,31,22
南京,2011年05月31日,29,19
南京,2011年06月01日,31,20
南京,2011年06月02日,33,21
南京,2011年06月03日,32,22
南京,2011年06月04日,27,22
南京,2011年06月05日,28,21
南京,2011年06月06日,26,20
南京,2011年06月07日,33,20
南京,2011年06月08日,36,24
南京,2011年06月09日,35,24
南京,2011年06月10日,29,24
南京,2011年06月11日,31,22
南京,2011年06月12日,32,22
南京,2011年06月13日,32,23
南京,2011年06月14日,26,19
南京,2011年06月15日,24,19
南京,2011年06月16日,28,21
南京,2011年06月17日,26,21
南京,2011年06月18日,23,19
南京,2011年06月19日,26,19
南京,2011年06月20日,30,21
南京,2011年06月21日,27,22
南京,2011年06月22日,30,24
南京,2011年06月23日,32,24
南京,2011年06月24日,28,22
南京,2011年06月25日,25,21
南京,2011年06月26日,27,21
南京,2011年06月27日,31,21
南京,2011年06月28日,31,24
南京,2011年06月29日,32,24
南京,2011年06月30日,32,25
南京,2011年07月01日,33,25
南京,2011年07月02日,35,26
南京,2011年07月03日,36,26
南京,2011年07月04日,32,25
南京,2011年07月05日,33,26
南京,2011年07月06日,33,26
南京,2011年07月07日,34,28
南京,2011年07月08日,32,24
南京,2011年07月09日,34,25
南京,2011年07月10日,32,26
南京,2011年07月11日,32,25
南京,2011年07月12日,30,23
南京,2011年07月13日,27,24
南京,2011年07月14日,26,22
南京,2011年07月15日,27,23
南京,2011年07月16日,26,23
南京,2011年07月17日,27,23
南京,2011年07月18日,27,23
南京,2011年07月19日,28,24
南京,2011年07月20日,30,24
南京,2011年07月21日,32,26
南京,2011年07月22日,34,26
南京,2011年07月23日,35,27
南京,2011年07月24日,35,27
南京,2011年07月25日,35,27
南京,2011年07月26日,35,26
南京,2011年07月27日,35,27
南京,2011年07月28日,35,27
南京,2011年07月29日,36,28
南京,2011年07月30日,36,28
南京,2011年07月31日,36,27
南京,2011年08月01日,32,24
南京,2011年08月02日,31,23
南京,2011年08月03日,31,25
南京,2011年08月04日,31,23
南京,2011年08月05日,31,25
南京,2011年08月06日,30,24
南京,2011年08月07日,30,25
南京,2011年08月08日,32,25
南京,2011年08月09日,33,25
南京,2011年08月10日,32,26
南京,2011年08月11日,30,25
南京,2011年08月12日,31,25
南京,2011年08月13日,33,25
南京,2011年08月14日,34,25
南京,2011年08月15日,35,27
南京,2011年08月16日,35,27
南京,2011年08月17日,34,27
南京,2011年08月18日,34,27
南京,2011年08月19日,33,24
南京,2011年08月20日,32,24
南京,2011年08月21日,29,22
南京,2011年08月22日,26,20
南京,2011年08月23日,25,22
南京,2011年08月24日,25,19
南京,2011年08月25日,25,20
南京,2011年08月26日,26,23
南京,2011年08月27日,29,24
南京,2011年08月28日,30,24
南京,2011年08月29日,31,24
南京,2011年08月30日,28,24
南京,2011年08月31日,29,24
南京,2011年09月01日,30,23
南京,2011年09月02日,31,21
南京,2011年09月03日,29,21
南京,2011年09月04日,28,21
南京,2011年09月05日,29,22
南京,2011年09月06日,28,21
南京,2011年09月07日,26,20
南京,2011年09月08日,25,20
南京,2011年09月09日,24,20
南京,2011年09月10日,24,20
南京,2011年09月11日,26,21
南京,2011年09月12日,28,22
南京,2011年09月13日,30,23
南京,2011年09月14日,31,24
南京,2011年09月15日,34,25
南京,2011年09月16日,34,24
南京,2011年09月17日,28,17
南京,2011年09月18日,22,15
南京,2011年09月19日,20,13
南京,2011年09月20日,20,13
南京,2011年09月21日,22,13
南京,2011年09月22日,24,15
南京,2011年09月23日,27,16
南京,2011年09月24日,28,16
南京,2011年09月25日,27,18
南京,2011年09月26日,27,20
南京,2011年09月27日,26,21
南京,2011年09月28日,27,22
南京,2011年09月29日,26,17
南京,2011年09月30日,21,15
南京,2011年10月01日,21,15
南京,2011年10月02日,20,14
南京,2011年10月03日,20,13
南京,2011年10月04日,22,14
南京,2011年10月05日,24,14
南京,2011年10月06日,25,15
南京,2011年10月07日,26,14
南京,2011年10月08日,27,16
南京,2011年10月09日,27,16
南京,2011年10月10日,25,18
南京,2011年10月11日,26,17
南京,2011年10月12日,23,16
南京,2011年10月13日,20,14
南京,2011年10月14日,23,14
南京,2011年10月15日,23,12
南京,2011年10月16日,25,14
南京,2011年10月17日,24,13
南京,2011年10月18日,23,12
南京,2011年10月19日,23,13
南京,2011年10月20日,21,15
南京,2011年10月21日,23,14
南京,2011年10月22日,25,15
南京,2011年10月23日,22,13
南京,2011年10月24日,17,9
南京,2011年10月25日,17,8
南京,2011年10月26日,17,11
南京,2011年10月27日,18,14
南京,2011年10月28日,18,13
南京,2011年10月29日,18,12
南京,2011年10月30日,21,13
南京,2011年10月31日,22,13
南京,2011年11月01日,22,13
南京,2011年11月02日,23,16
南京,2011年11月03日,22,18
南京,2011年11月04日,23,18
南京,2011年11月05日,21,15
南京,2011年11月06日,20,14
南京,2011年11月07日,18,14
南京,2011年11月08日,17,10
南京,2011年11月09日,15,9
南京,2011年11月10日,17,8
南京,2011年11月11日,18,9
南京,2011年11月12日,20,9
南京,2011年11月13日,18,10
南京,2011年11月14日,20,11
南京,2011年11月15日,20,13
南京,2011年11月16日,20,14
南京,2011年11月17日,21,17
南京,2011年11月18日,22,12
南京,2011年11月19日,15,7
南京,2011年11月20日,16,5
南京,2011年11月21日,15,7
南京,2011年11月22日,16,6
南京,2011年11月23日,12,3
南京,2011年11月24日,14,5
南京,2011年11月25日,16,10
南京,2011年11月26日,20,11
南京,2011年11月27日,21,13
南京,2011年11月28日,20,13
南京,2011年11月29日,18,7
南京,2011年11月30日,9,3
南京,2011年12月01日,7,1
南京,2011年12月02日,8,1
南京,2011年12月03日,10,4
南京,2011年12月04日,12,5
南京,2011年12月05日,13,9
南京,2011年12月06日,13,9
南京,2011年12月07日,13,3
南京,2011年12月08日,6,-1
南京,2011年12月09日,5,-3
南京,2011年12月10日,6,-1
南京,2011年12月11日,8,0
南京,2011年12月12日,10,1
南京,2011年12月13日,11,2
南京,2011年12月14日,11,0
南京,2011年12月15日,7,-1
南京,2011年12月16日,5,-5
南京,2011年12月17日,6,-2
南京,2011年12月18日,8,0
南京,2011年12月19日,7,0
南京,2011年12月20日,9,5
南京,2011年12月21日,9,-1
南京,2011年12月22日,5,-3
南京,2011年12月23日,7,-4
南京,2011年12月24日,7,-1
南京,2011年12月25日,8,-1
南京,2011年12月26日,9,1
南京,2011年12月27日,10,4
南京,2011年12月28日,10,3
南京,2011年12月29日,8,0
南京,2011年12月30日,9,0
南京,2011年12月31日,9,1
南京,2012年01月01日,9,0
南京,2012年01月02日,8,0
南京,2012年01月03日,5,-4
南京,2012年01月04日,4,-5
南京,2012年01月05日,5,-2
南京,2012年01月06日,6,-1
南京,2012年01月07日,7,1
南京,2012年01月08日,5,1
南京,2012年01月09日,7,2
南京,2012年01月10日,8,0
南京,2012年01月11日,6,-1
南京,2012年01月12日,6,1
南京,2012年01月13日,7,3
南京,2012年01月14日,6,2
南京,2012年01月15日,6,2
南京,2012年01月16日,7,2
南京,2012年01月17日,9,4
南京,2012年01月18日,7,4
南京,2012年01月19日,6,3
南京,2012年01月20日,5,0
南京,2012年01月21日,3,-2
南京,2012年01月22日,2,-6
南京,2012年01月23日,2,-5
南京,2012年01月24日,3,-6
南京,2012年01月25日,4,-4
南京,2012年01月26日,6,-1
南京,2012年01月27日,8,2
南京,2012年01月28日,6,2
南京,2012年01月29日,5,2
南京,2012年01月30日,7,0
南京,2012年01月31日,9,-1
南京,2012年02月01日,4,-4
南京,2012年02月02日,4,-4
南京,2012年02月03日,5,-1
南京,2012年02月04日,7,3
南京,2012年02月05日,10,5
南京,2012年02月06日,8,-2
南京,2012年02月07日,2,-6
南京,2012年02月08日,3,-5
南京,2012年02月09日,4,-1
南京,2012年02月10日,3,-2
南京,2012年02月11日,5,2
南京,2012年02月12日,6,3
南京,2012年02月13日,7,3
南京,2012年02月14日,6,1
南京,2012年02月15日,4,0
南京,2012年02月16日,5,-3
南京,2012年02月17日,6,-3
南京,2012年02月18日,6,-3
南京,2012年02月19日,9,0
南京,2012年02月20日,10,5
南京,2012年02月21日,11,6
南京,2012年02月22日,10,5
南京,2012年02月23日,8,3
南京,2012年02月24日,5,0
南京,2012年02月25日,5,-1
南京,2012年02月26日,5,-2
南京,2012年02月27日,7,1
南京,2012年02月28日,6,1
南京,2012年02月29日,8,3
南京,2012年03月01日,7,4
南京,2012年03月02日,7,3
南京,2012年03月03日,7,4
南京,2012年03月04日,7,4
南京,2012年03月05日,8,3
南京,2012年03月06日,10,5
南京,2012年03月07日,8,3
南京,2012年03月08日,7,2
南京,2012年03月09日,9,2
南京,2012年03月10日,11,2
南京,2012年03月11日,9,0
南京,2012年03月12日,9,1
南京,2012年03月13日,14,4
南京,2012年03月14日,16,8
南京,2012年03月15日,14,8
南京,2012年03月16日,14,9
南京,2012年03月17日,16,9
南京,2012年03月18日,18,5
南京,2012年03月19日,10,3
南京,2012年03月20日,11,2
南京,2012年03月21日,15,8
南京,2012年03月22日,10,5
南京,2012年03月23日,11,2
南京,2012年03月24日,16,4
南京,2012年03月25日,20,6
南京,2012年03月26日,22,8
南京,2012年03月27日,23,11
南京,2012年03月28日,26,14
南京,2012年03月29日,22,8
南京,2012年03月30日,14,6
南京,2012年03月31日,19,7
南京,2012年04月01日,22,11
南京,2012年04月02日,25,7
南京,2012年04月03日,18,6
南京,2012年04月04日,23,9
南京,2012年04月05日,21,8
南京,2012年04月06日,23,10
南京,2012年04月07日,25,11
南京,2012年04月08日,26,14
南京,2012年04月09日,22,14
南京,2012年04月10日,21,14
南京,2012年04月11日,24,10
南京,2012年04月12日,21,13
南京,2012年04月13日,23,10
南京,2012年04月14日,22,12
南京,2012年04月15日,23,13
南京,2012年04月16日,23,13
南京,2012年04月17日,23,13
南京,2012年04月18日,21,14
南京,2012年04月19日,24,14
南京,2012年04月20日,22,14
南京,2012年04月21日,21,12
南京,2012年04月22日,27,16
南京,2012年04月23日,30,18
南京,2012年04月24日,25,16
南京,2012年04月25日,23,12
南京,2012年04月26日,25,14
南京,2012年04月27日,28,16
南京,2012年04月28日,30,18
南京,2012年04月29日,25,17
南京,2012年04月30日,23,15
南京,2012年05月01日,20,14
南京,2012年05月02日,25,16
南京,2012年05月03日,29,18
南京,2012年05月04日,30,19
南京,2012年05月05日,32,19
南京,2012年05月06日,32,20
南京,2012年05月07日,33,23
南京,2012年05月08日,27,17
南京,2012年05月09日,28,17
南京,2012年05月10日,28,17
南京,2012年05月11日,28,18
南京,2012年05月12日,28,20
南京,2012年05月13日,26,18
南京,2012年05月14日,23,16
南京,2012年05月15日,28,17
南京,2012年05月16日,30,18
南京,2012年05月17日,30,18
南京,2012年05月18日,31,20
南京,2012年05月19日,22,14
南京,2012年05月20日,24,14
南京,2012年05月21日,26,16
南京,2012年05月22日,27,17
南京,2012年05月23日,27,18
南京,2012年05月24日,24,18
南京,2012年05月25日,25,19
南京,2012年05月26日,28,18
南京,2012年05月27日,30,18
南京,2012年05月28日,31,19
南京,2012年05月29日,28,20
南京,2012年05月30日,25,16
南京,2012年05月31日,26,18
南京,2012年06月01日,26,18
南京,2012年06月02日,28,18
南京,2012年06月03日,28,20
南京,2012年06月04日,30,20
南京,2012年06月05日,29,21
南京,2012年06月06日,26,20
南京,2012年06月07日,29,23
南京,2012年06月08日,34,24
南京,2012年06月09日,35,25
南京,2012年06月10日,34,23
南京,2012年06月11日,30,23
南京,2012年06月12日,32,22
南京,2012年06月13日,35,23
南京,2012年06月14日,35,23
南京,2012年06月15日,32,23
南京,2012年06月16日,31,22
南京,2012年06月17日,29,22
南京,2012年06月18日,29,20
南京,2012年06月19日,30,21
南京,2012年06月20日,31,21
南京,2012年06月21日,31,22
南京,2012年06月22日,30,22
南京,2012年06月23日,29,21
南京,2012年06月24日,29,22
南京,2012年06月25日,32,23
南京,2012年06月26日,28,21
南京,2012年06月27日,27,22
南京,2012年06月28日,29,23
南京,2012年06月29日,30,24
南京,2012年06月30日,31,25
南京,2012年07月01日,30,25
南京,2012年07月02日,32,25
南京,2012年07月03日,31,25
南京,2012年07月04日,34,25
南京,2012年07月05日,35,27
南京,2012年07月06日,34,26
南京,2012年07月07日,34,25
南京,2012年07月08日,32,26
南京,2012年07月09日,35,27
南京,2012年07月10日,35,27
南京,2012年07月11日,32,27
南京,2012年07月12日,33,25
南京,2012年07月13日,28,25
南京,2012年07月14日,27,21
南京,2012年07月15日,30,23
南京,2012年07月16日,30,23
南京,2012年07月17日,31,23
南京,2012年07月18日,30,24
南京,2012年07月19日,33,25
南京,2012年07月20日,34,25
南京,2012年07月21日,35,26
南京,2012年07月22日,36,28
南京,2012年07月23日,36,28
南京,2012年07月24日,36,28
南京,2012年07月25日,35,27
南京,2012年07月26日,35,27
南京,2012年07月27日,35,28
南京,2012年07月28日,36,28
南京,2012年07月29日,36,28
南京,2012年07月30日,36,28
南京,2012年07月31日,36,27
南京,2012年08月01日,34,26
南京,2012年08月02日,32,25
南京,2012年08月03日,30,26
南京,2012年08月04日,33,26
南京,2012年08月05日,33,26
南京,2012年08月06日,33,27
南京,2012年08月07日,33,25
南京,2012年08月08日,29,24
南京,2012年08月09日,27,24
南京,2012年08月10日,29,26
南京,2012年08月11日,32,27
南京,2012年08月12日,33,26
南京,2012年08月13日,32,27
南京,2012年08月14日,35,27
南京,2012年08月15日,34,26
南京,2012年08月16日,34,26
南京,2012年08月17日,35,28
南京,2012年08月18日,34,28
南京,2012年08月19日,35,27
南京,2012年08月20日,34,26
南京,2012年08月21日,31,24
南京,2012年08月22日,29,22
南京,2012年08月23日,28,22
南京,2012年08月24日,29,23
南京,2012年08月25日,30,24
南京,2012年08月26日,30,25
南京,2012年08月27日,30,23
南京,2012年08月28日,30,23
南京,2012年08月29日,31,24
南京,2012年08月30日,32,24
南京,2012年08月31日,32,25
南京,2012年09月01日,31,23
南京,2012年09月02日,31,22
南京,2012年09月03日,25,20
南京,2012年09月04日,26,19
南京,2012年09月05日,27,20
南京,2012年09月06日,29,21
南京,2012年09月07日,27,22
南京,2012年09月08日,28,21
南京,2012年09月09日,24,19
南京,2012年09月10日,26,20
南京,2012年09月11日,27,21
南京,2012年09月12日,25,18
南京,2012年09月13日,21,16
南京,2012年09月14日,25,16
南京,2012年09月15日,25,16
南京,2012年09月16日,27,17
南京,2012年09月17日,25,16
南京,2012年09月18日,27,17
南京,2012年09月19日,28,17
南京,2012年09月20日,29,19
南京,2012年09月21日,26,19
南京,2012年09月22日,26,18
南京,2012年09月23日,27,18
南京,2012年09月24日,27,18
南京,2012年09月25日,28,18
南京,2012年09月26日,26,19
南京,2012年09月27日,28,17
南京,2012年09月28日,24,13
南京,2012年09月29日,23,13
南京,2012年09月30日,25,13
南京,2012年10月01日,25,13
南京,2012年10月02日,27,15
南京,2012年10月03日,26,14
南京,2012年10月04日,26,16
南京,2012年10月05日,25,16
南京,2012年10月06日,25,15
南京,2012年10月07日,25,16
南京,2012年10月08日,25,16
南京,2012年10月09日,25,16
南京,2012年10月10日,25,14
南京,2012年10月11日,25,14
南京,2012年10月12日,24,16
南京,2012年10月13日,23,17
南京,2012年10月14日,24,18
南京,2012年10月15日,25,17
南京,2012年10月16日,22,14
南京,2012年10月17日,21,9
南京,2012年10月18日,20,10
南京,2012年10月19日,23,15
南京,2012年10月20日,25,18
南京,2012年10月21日,25,18
南京,2012年10月22日,21,9
南京,2012年10月23日,21,12
南京,2012年10月24日,22,14
南京,2012年10月25日,21,16
南京,2012年10月26日,23,16
南京,2012年10月27日,23,14
南京,2012年10月28日,23,14
南京,2012年10月29日,19,13
南京,2012年10月30日,17,9
南京,2012年10月31日,18,8
南京,2012年11月01日,18,10
南京,2012年11月02日,19,11
南京,2012年11月03日,19,7
南京,2012年11月04日,14,5
南京,2012年11月05日,14,5
南京,2012年11月06日,16,6
南京,2012年11月07日,17,9
南京,2012年11月08日,17,11
南京,2012年11月09日,15,12
南京,2012年11月10日,15,7
南京,2012年11月11日,13,3
南京,2012年11月12日,15,5
南京,2012年11月13日,15,4
南京,2012年11月14日,13,4
南京,2012年11月15日,15,9
南京,2012年11月16日,12,5
南京,2012年11月17日,14,5
南京,2012年11月18日,17,7
南京,2012年11月19日,15,5
南京,2012年11月20日,15,9
南京,2012年11月21日,14,10
南京,2012年11月22日,13,7
南京,2012年11月23日,11,2
南京,2012年11月24日,11,5
南京,2012年11月25日,9,3
南京,2012年11月26日,9,1
南京,2012年11月27日,11,4
南京,2012年11月28日,13,6
南京,2012年11月29日,12,7
南京,2012年11月30日,13,6
南京,2012年12月01日,9,5
南京,2012年12月02日,11,4
南京,2012年12月03日,10,0
南京,2012年12月04日,9,2
南京,2012年12月05日,9,-2
南京,2012年12月06日,9,2
南京,2012年12月07日,10,1
南京,2012年12月08日,10,-2
南京,2012年12月09日,9,-2
南京,2012年12月10日,7,0
南京,2012年12月11日,8,0
南京,2012年12月12日,10,3
南京,2012年12月13日,12,8
南京,2012年12月14日,12,5
南京,2012年12月15日,8,3
南京,2012年12月16日,9,4
南京,2012年12月17日,7,1
南京,2012年12月18日,4,-3
南京,2012年12月19日,5,1
南京,2012年12月20日,7,4
南京,2012年12月21日,6,0
南京,2012年12月22日,4,-3
南京,2012年12月23日,2,-6
南京,2012年12月24日,3,-2
南京,2012年12月25日,5,1
南京,2012年12月26日,3,2
南京,2012年12月27日,4,2
南京,2012年12月28日,6,0
南京,2012年12月29日,3,-5
南京,2012年12月30日,1,-6
南京,2012年12月31日,5,-4
南京,2013年01月01日,5,-3
南京,2013年01月02日,1,-5
南京,2013年01月03日,-1,-5
南京,2013年01月04日,1,-3
南京,2013年01月05日,3,-3
南京,2013年01月06日,4,-2
南京,2013年01月07日,4,-1
南京,2013年01月08日,6,-1
南京,2013年01月09日,5,-3
南京,2013年01月10日,7,-1
南京,2013年01月11日,7,0
南京,2013年01月12日,9,3
南京,2013年01月13日,9,0
南京,2013年01月14日,11,1
南京,2013年01月15日,9,-1
南京,2013年01月16日,7,-2
南京,2013年01月17日,4,-4
南京,2013年01月18日,4,-2
南京,2013年01月19日,9,3
南京,2013年01月20日,9,4
南京,2013年01月21日,6,1
南京,2013年01月22日,6,-1
南京,2013年01月23日,10,1
南京,2013年01月24日,9,-2
南京,2013年01月25日,9,-1
南京,2013年01月26日,10,-1
南京,2013年01月27日,9,-1
南京,2013年01月28日,12,5
南京,2013年01月29日,15,4
南京,2013年01月30日,17,9
南京,2013年01月31日,15,10
南京,2013年02月01日,14,4
南京,2013年02月02日,9,4
南京,2013年02月03日,11,6
南京,2013年02月04日,10,4
南京,2013年02月05日,6,2
南京,2013年02月06日,8,-1
南京,2013年02月07日,1,-5
南京,2013年02月08日,-1,-4
南京,2013年02月09日,3,-4
南京,2013年02月10日,7,-1
南京,2013年02月11日,7,2
南京,2013年02月12日,7,-1
南京,2013年02月13日,9,3
南京,2013年02月14日,8,3
南京,2013年02月15日,9,1
南京,2013年02月16日,11,5
南京,2013年02月17日,11,1
南京,2013年02月18日,5,-2
南京,2013年02月19日,1,-4
南京,2013年02月20日,7,0
南京,2013年02月21日,10,4
南京,2013年02月22日,13,2
南京,2013年02月23日,15,4
南京,2013年02月24日,15,7
南京,2013年02月25日,17,10
南京,2013年02月26日,17,7
南京,2013年02月27日,15,8
南京,2013年02月28日,19,4
南京,2013年03月01日,7,0
南京,2013年03月02日,7,-1
南京,2013年03月03日,12,5
南京,2013年03月04日,17,6
南京,2013年03月05日,20,8
南京,2013年03月06日,23,12
南京,2013年03月07日,25,13
南京,2013年03月08日,26,15
南京,2013年03月09日,28,7
南京,2013年03月10日,11,4
南京,2013年03月11日,12,6
南京,2013年03月12日,22,6
南京,2013年03月13日,10,0
南京,2013年03月14日,11,2
南京,2013年03月15日,15,6
南京,2013年03月16日,16,10
南京,2013年03月17日,14,9
南京,2013年03月18日,22,11
南京,2013年03月19日,19,6
南京,2013年03月20日,12,1
南京,2013年03月21日,15,8
南京,2013年03月22日,19,7
南京,2013年03月23日,11,7
南京,2013年03月24日,13,2
南京,2013年03月25日,13,5
南京,2013年03月26日,10,3
南京,2013年03月27日,17,8
南京,2013年03月28日,21,8
南京,2013年03月29日,16,6
南京,2013年03月30日,18,7
南京,2013年03月31日,19,8
南京,2013年04月01日,22,9
南京,2013年04月02日,18,6
南京,2013年04月03日,20,9
南京,2013年04月04日,22,13
南京,2013年04月05日,19,8
南京,2013年04月06日,13,2
南京,2013年04月07日,16,8
南京,2013年04月08日,21,8
南京,2013年04月09日,17,5
南京,2013年04月10日,18,6
南京,2013年04月11日,22,7
南京,2013年04月12日,25,13
南京,2013年04月13日,27,14
南京,2013年04月14日,26,12
南京,2013年04月15日,30,18
南京,2013年04月16日,29,13
南京,2013年04月17日,27,12
南京,2013年04月18日,21,8
南京,2013年04月19日,17,7
南京,2013年04月20日,11,3
南京,2013年04月21日,16,7
南京,2013年04月22日,18,10
南京,2013年04月23日,18,10
南京,2013年04月24日,24,12
南京,2013年04月25日,26,9
南京,2013年04月26日,26,13
南京,2013年04月27日,29,16
南京,2013年04月28日,31,19
南京,2013年04月29日,26,12
南京,2013年04月30日,25,11
南京,2013年05月01日,25,12
南京,2013年05月02日,26,13
南京,2013年05月03日,28,13
南京,2013年05月04日,26,14
南京,2013年05月05日,27,15
南京,2013年05月06日,22,17
南京,2013年05月07日,23,16
南京,2013年05月08日,19,17
南京,2013年05月09日,20,17
南京,2013年05月10日,25,15
南京,2013年05月11日,28,16
南京,2013年05月12日,31,17
南京,2013年05月13日,32,18
南京,2013年05月14日,33,20
南京,2013年05月15日,27,16
南京,2013年05月16日,19,15
南京,2013年05月17日,22,18
南京,2013年05月18日,21,17
南京,2013年05月19日,28,19
南京,2013年05月20日,30,18
南京,2013年05月21日,32,19
南京,2013年05月22日,32,20
南京,2013年05月23日,31,21
南京,2013年05月24日,30,21
南京,2013年05月25日,31,21
南京,2013年05月26日,23,21
南京,2013年05月27日,24,19
南京,2013年05月28日,28,20
南京,2013年05月29日,28,18
南京,2013年05月30日,19,16
南京,2013年05月31日,24,19
南京,2013年06月01日,25,17
南京,2013年06月02日,26,16
南京,2013年06月03日,29,18
南京,2013年06月04日,31,19
南京,2013年06月05日,31,21
南京,2013年06月06日,29,21
南京,2013年06月07日,23,18
南京,2013年06月08日,22,19
南京,2013年06月09日,24,19
南京,2013年06月10日,25,20
南京,2013年06月11日,21,16
南京,2013年06月12日,28,17
南京,2013年06月13日,28,18
南京,2013年06月14日,29,19
南京,2013年06月15日,30,23
南京,2013年06月16日,31,26
南京,2013年06月17日,35,27
南京,2013年06月18日,34,28
南京,2013年06月19日,32,23
南京,2013年06月20日,32,22
南京,2013年06月21日,32,22
南京,2013年06月22日,31,23
南京,2013年06月23日,26,22
南京,2013年06月24日,28,22
南京,2013年06月25日,25,20
南京,2013年06月26日,27,22
南京,2013年06月27日,26,21
南京,2013年06月28日,28,21
南京,2013年06月29日,30,23
南京,2013年06月30日,30,25
南京,2013年07月01日,34,28
南京,2013年07月02日,35,28
南京,2013年07月03日,35,29
南京,2013年07月04日,35,26
南京,2013年07月05日,31,22
南京,2013年07月06日,26,23
南京,2013年07月07日,30,26
南京,2013年07月08日,33,27
南京,2013年07月09日,35,27
南京,2013年07月10日,35,28
南京,2013年07月11日,36,28
南京,2013年07月12日,35,28
南京,2013年07月13日,34,26
南京,2013年07月14日,32,27
南京,2013年07月15日,33,26
南京,2013年07月16日,33,26
南京,2013年07月17日,33,27
南京,2013年07月18日,35,27
南京,2013年07月19日,36,27
南京,2013年07月20日,35,26
南京,2013年07月21日,32,26
南京,2013年07月22日,32,26
南京,2013年07月23日,35,28
南京,2013年07月24日,36,28
南京,2013年07月25日,37,29
南京,2013年07月26日,37,28
南京,2013年07月27日,36,28
南京,2013年07月28日,36,28
南京,2013年07月29日,36,29
南京,2013年07月30日,36,28
