地区,时间,温度,风向,风级,降水量,相对湿度,空气质量
郑州,15,33,西风,3,0,22,44
郑州,16,34,西风,3,0,20,44
郑州,17,33,西风,3,0,19,42
郑州,18,33,西风,2,0,20,39
郑州,19,31,西风,2,0,24,42
郑州,20,29,西风,1,0,27,45
郑州,21,27,西风,1,0,34,50
郑州,22,27,西风,2,0,34,55
郑州,23,25,西风,1,0,40,57
郑州,00,26,西北风,2,0,41,60
郑州,01,25,西风,2,0,51,65
郑州,02,25,西北风,2,0,51,65
郑州,03,24,西北风,2,0,53,64
郑州,04,24,西北风,2,0,53,65
郑州,05,,,,,,
安阳,06,18,东北风,1,0,76,65
安阳,07,18,西风,2,0,78,73
安阳,08,21,西南风,2,0,59,82
安阳,09,25,西风,2,0,47,82
安阳,10,27,北风,2,0,35,59
安阳,11,29,北风,2,0,27,52
安阳,12,30,西北风,3,0,26,37
安阳,13,31,北风,2,0,23,41
安阳,14,30,东北风,2,0,26,45
安阳,15,30,东北风,2,0,27,49
安阳,16,30,东南风,3,0,30,47
安阳,17,29,东风,2,0,31,45
安阳,18,27,东风,3,0,36,44
安阳,19,25,东风,2,0,41,40
安阳,20,24,南风,1,0,46,34
安阳,21,23,北风,0,0,53,37
安阳,22,21,西风,1,0,64,43
安阳,23,21,西南风,1,0,67,53
安阳,00,20,西南风,2,0,73,57
安阳,01,19,西南风,2,0,75,62
安阳,02,19,西风,2,0,75,68
安阳,03,18,西南风,2,0,76,68
安阳,04,18,西南风,2,0,77,72
安阳,05,,,,,,
新乡,06,20,西北风,1,0,83,67
新乡,07,22,西风,2,0,61,63
新乡,08,24,西风,2,0,57,58
新乡,09,27,西南风,2,0,40,55
新乡,10,28,南风,2,0,39,52
新乡,11,29,东风,2,0,37,50
新乡,12,30,东南风,2,0,38,47
新乡,13,31,东风,2,0,38,42
新乡,14,31,东风,2,0,38,49
新乡,15,31,东风,2,0,37,73
新乡,16,31,东风,3,0,37,84
新乡,17,30,东风,3,0,40,69
新乡,18,29,东风,2,0,42,55
新乡,19,27,东风,2,0,46,52
新乡,20,25,东风,1,0,53,51
新乡,21,24,东风,1,0,56,52
新乡,22,22,东北风,1,0,68,50
新乡,23,21,东风,1,0,72,51
新乡,00,21,东风,2,0,65,52
新乡,01,19,东风,1,0,80,53
新乡,02,18,东风,1,0,85,53
新乡,03,19,东风,1,0,85,51
新乡,04,18,东北风,1,0,91,47
新乡,05,,,,,,
许昌,06,17,西风,2,0,99,70
许昌,07,21,西风,2,0,75,75
许昌,08,24,西北风,2,0,64,79
许昌,09,26,西风,2,0,51,72
许昌,10,29,西风,2,0,45,67
许昌,11,31,西北风,2,0,31,61
许昌,12,32,西风,2,0,28,52
许昌,13,33,西风,3,0,22,42
许昌,14,34,北风,3,0,16,35
许昌,15,34,西风,3,0,19,32
许昌,16,34,西北风,3,0,18,34
许昌,17,33,北风,2,0,20,37
许昌,18,32,西风,1,0,33,35
许昌,19,25,西南风,1,0,53,30
许昌,20,21,西南风,1,0,70,41
许昌,21,19,北风,1,0,82,35
许昌,22,18,南风,1,0,90,52
许昌,23,17,西南风,2,0,95,53
许昌,00,18,西南风,2,0,85,52
许昌,01,17,西风,1,0,86,51
许昌,02,16,东北风,2,0,85,53
许昌,03,15,东南风,1,0,93,54
许昌,04,14,北风,0,0,97,49
许昌,05,,,,,,
平顶山,06,21,西北风,2,0,56,56
平顶山,07,21,西风,1,0,63,50
平顶山,08,22,西南风,2,0,65,46
平顶山,09,25,西南风,2,0,57,43
平顶山,10,27,南风,2,0,55,41
平顶山,11,30,西风,3,0,40,36
平顶山,12,31,西北风,3,0,27,40
平顶山,13,32,西北风,3,0,21,41
平顶山,14,33,西北风,3,0,20,36
平顶山,15,33,西北风,3,0,19,36
平顶山,16,33,西北风,3,0,18,38
平顶山,17,33,西风,3,0,23,36
平顶山,18,31,西风,2,0,26,32
平顶山,19,29,西风,2,0,31,27
平顶山,20,28,西南风,2,0,36,26
平顶山,21,26,西南风,2,0,43,30
平顶山,22,25,西风,3,0,46,35
平顶山,23,23,西南风,3,0,59,37
平顶山,00,22,西风,2,0,61,39
平顶山,01,21,西北风,1,0,65,38
平顶山,02,21,西风,1,0,54,34
平顶山,03,21,西风,2,0,56,28
平顶山,04,21,西北风,1,0,54,30
平顶山,05,,,,,,
信阳,06,21,西南风,1,0,91,28
信阳,07,22,西风,1,0,87,28
信阳,08,24,西风,2,0,80,28
信阳,09,27,西风,2,0,62,39
信阳,10,29,西风,3,0,40,36
信阳,11,30,西北风,3,0,39,40
信阳,12,31,西风,3,0,33,45
信阳,13,32,西北风,2,0,31,45
信阳,14,33,北风,2,0,30,45
信阳,15,33,西北风,2,0,31,46
信阳,16,33,西北风,2,0,27,46
信阳,17,33,西北风,2,0,24,43
信阳,18,32,西北风,1,0,27,42
信阳,19,29,西风,1,0,39,40
信阳,20,27,西风,1,0,60,34
信阳,21,26,西北风,2,0,61,56
信阳,22,25,西风,1,0,63,58
信阳,23,25,西南风,1,0,53,45
信阳,00,24,东南风,1,0,64,35
信阳,01,24,西南风,1,0,55,32
信阳,02,23,东风,1,0,60,30
信阳,03,23,南风,1,0,56,27
信阳,04,22,南风,1,0.0,84,24
信阳,05,,,,,,
南阳,06,17,东风,2,0,79,59
南阳,07,18,西南风,1,0,82,69
南阳,08,22,西风,1,0,69,74
南阳,09,27,西风,1,0,45,79
南阳,10,29,北风,1,0,34,78
南阳,11,31,北风,2,0,32,72
南阳,12,32,东北风,1,0,24,59
南阳,13,32,东北风,2,0,22,38
南阳,14,33,东风,1,0,20,36
南阳,15,33,西风,2,0,23,38
南阳,16,32,西南风,3,0,26,42
南阳,17,32,西南风,2,0,24,42
南阳,18,30,西南风,2,0,29,40
南阳,19,27,南风,2,0,34,38
南阳,20,26,南风,2,0,41,52
南阳,21,24,西南风,1,0,46,63
南阳,22,23,北风,2,0,55,66
南阳,23,21,北风,1,0,67,71
南阳,00,20,西风,2,0,73,75
南阳,01,21,西风,1,0,66,72
南阳,02,20,北风,2,0,68,65
南阳,03,19,北风,1,0,75,66
南阳,04,18,西南风,2,0,81,73
南阳,05,,,,,,
开封,06,22,西风,2,0,70,64
开封,07,23,西风,2,0,67,58
开封,08,25,西风,2,0,53,61
开封,09,26,西风,2,0,48,67
开封,10,29,西北风,2,0,39,64
开封,11,30,东北风,2,0,38,62
开封,12,31,西南风,2,0,35,60
开封,13,31,西风,2,0,30,57
开封,14,32,西风,2,0,26,53
开封,15,33,西风,2,0,25,42
开封,16,34,西风,2,0,25,45
开封,17,33,北风,2,0,25,54
开封,18,30,东风,2,0,36,65
开封,19,28,东风,2,0,40,61
开封,20,28,东风,2,0,41,63
开封,21,27,东风,2,0,41,67
开封,22,27,东南风,2,0,39,64
开封,23,25,东风,2,0,43,55
开封,00,24,东风,1,0,50,58
开封,01,23,南风,1,0,57,62
开封,02,21,西风,1,0,65,67
开封,03,21,北风,1,0,68,66
开封,04,20,北风,1,0,76,67
开封,05,,,,,,
洛阳,06,20,西风,3,0,51,54
洛阳,07,19,西风,2,0,64,51
洛阳,08,20,西风,3,0,58,49
洛阳,09,24,西南风,2,0,49,51
洛阳,10,27,西南风,2,0,41,51
洛阳,11,29,西风,3,0,29,48
洛阳,12,31,西风,3,0,20,44
洛阳,13,31,西北风,3,0,16,35
洛阳,14,32,西风,3,0,17,31
洛阳,15,32,西北风,3,0,17,32
洛阳,16,32,西风,3,0,18,33
洛阳,17,31,西风,3,0,21,34
洛阳,18,30,西风,3,0,23,36
洛阳,19,28,西风,3,0,27,34
洛阳,20,27,西风,2,0,29,39
洛阳,21,26,西风,3,0,29,42
洛阳,22,26,西风,3,0,29,46
洛阳,23,24,西风,3,0,34,53
洛阳,00,21,西风,2,0,45,53
洛阳,01,21,东风,2,0,48,57
洛阳,02,22,东风,1,0,45,57
洛阳,03,21,西风,2,0,48,52
洛阳,04,19,西风,2,0,57,51
洛阳,05,,,,,,
商丘,06,15,西南风,1,0,95,53
商丘,07,17,西南风,1,0,97,59
商丘,08,21,西风,1,0,90,62
商丘,09,25,西风,2,0,66,62
商丘,10,27,西风,2,0,56,54
商丘,11,29,西北风,2,0,46,51
商丘,12,29,北风,2,0,44,51
商丘,13,30,西北风,2,0,37,53
商丘,14,30,北风,2,0,33,46
商丘,15,31,北风,2,0,35,45
商丘,16,30,北风,2,0,35,48
商丘,17,30,东北风,2,0,38,49
商丘,18,28,东北风,1,0,49,48
商丘,19,23,东北风,1,0,74,47
商丘,20,20,东北风,1,0,83,54
商丘,21,19,东风,1,0,88,52
商丘,22,18,东南风,1,0,87,61
商丘,23,18,东南风,1,0,89,59
商丘,00,18,东南风,2,0,80,53
商丘,01,18,东南风,2,0,83,47
商丘,02,22,东南风,3,0,57,52
商丘,03,20,南风,2,0,73,52
商丘,04,18,东南风,1,0,84,54
商丘,05,,,,,,
焦作,06,23,西南风,2,0,45,47
焦作,07,23,西南风,2,0,44,45
焦作,08,25,西南风,2,0,40,52
焦作,09,27,西南风,2,0,38,51
焦作,10,30,西风,2,0,26,44
焦作,11,31,西风,2,0,26,42
焦作,12,31,西南风,3,0,33,42
焦作,13,32,西南风,3,0,29,44
焦作,14,34,西北风,2,0,20,47
焦作,15,34,西北风,2,0,17,40
焦作,16,34,西风,2,0,17,38
焦作,17,34,西北风,2,0,18,40
焦作,18,33,西风,2,0,19,40
焦作,19,31,东北风,1,0,24,41
焦作,20,28,东北风,2,0,43,59
焦作,21,27,东北风,1,0,45,59
焦作,22,27,东北风,1,0,43,56
焦作,23,26,东北风,1,0,44,56
焦作,00,26,北风,1,0,41,53
焦作,01,24,北风,0,0,45,51
焦作,02,23,北风,0,0,53,45
焦作,03,23,北风,0,0,52,54
焦作,04,22,北风,1,0,53,63
焦作,05,,,,,,
鹤壁,06,15,东北风,2,0,99,54
鹤壁,07,19,北风,2,0,86,56
鹤壁,08,23,北风,2,0,63,62
鹤壁,09,26,东北风,2,0,43,51
鹤壁,10,27,东风,2,0,40,44
鹤壁,11,28,东北风,2,0,37,39
鹤壁,12,29,北风,3,0,30,38
鹤壁,13,30,东北风,2,0,29,44
鹤壁,14,30,东南风,2,0,33,50
鹤壁,15,30,东南风,2,0,35,62
鹤壁,16,30,东南风,2,0,36,68
鹤壁,17,29,东南风,2,0,38,72
鹤壁,18,27,东风,2,0,42,50
鹤壁,19,22,东风,1,0,66,40
鹤壁,20,19,东北风,1,0,87,44
鹤壁,21,18,北风,0,0,93,51
鹤壁,22,18,北风,1,0,89,57
鹤壁,23,18,东南风,1,0,86,65
鹤壁,00,16,东北风,1,0,95,65
鹤壁,01,16,西风,1,0,96,64
鹤壁,02,15,南风,1,0,97,57
鹤壁,03,14,北风,1,0,98,51
鹤壁,04,14,西风,1,0,99,56
鹤壁,05,,,,,,
濮阳,06,20,西北风,2,0,77,53
濮阳,07,22,西北风,2,0,67,61
濮阳,08,24,北风,2,0,50,70
濮阳,09,27,北风,2,0,34,62
濮阳,10,28,北风,2,0,34,52
濮阳,11,29,西北风,2,0,33,47
濮阳,12,29,西北风,2,0,31,41
濮阳,13,30,西北风,2,0,24,39
濮阳,14,30,北风,2,0,24,43
濮阳,15,31,北风,1,0,25,48
濮阳,16,31,北风,2,0,27,53
濮阳,17,29,东南风,2,0,32,50
濮阳,18,28,东风,2,0,36,46
濮阳,19,25,东风,1,0,48,41
濮阳,20,24,东风,1,0,51,46
濮阳,21,24,东风,2,0,52,61
濮阳,22,23,东风,1,0,53,63
濮阳,23,20,北风,1,0,65,64
濮阳,00,19,北风,1,0,73,62
濮阳,01,19,东南风,1,0,73,52
濮阳,02,18,南风,1,0,77,46
濮阳,03,18,东北风,1,0,79,48
濮阳,04,17,北风,1,0,84,47
濮阳,05,,,,,,
周口,06,23,西风,1,0,71,52
周口,07,23,西风,1,0,71,51
周口,08,25,西风,1,0,62,59
周口,09,27,西风,1,0,56,60
周口,10,29,西风,2,0,49,55
周口,11,30,西风,2,0,43,67
周口,12,32,西北风,1,0,39,55
周口,13,33,西风,2,0,29,49
周口,14,33,西北风,2,0,28,47
周口,15,34,西风,2,0,26,49
周口,16,34,西风,2,0,28,54
周口,17,33,西风,2,0,29,57
周口,18,31,西风,2,0,32,44
周口,19,30,西南风,1,0,32,39
周口,20,29,北风,1,0,36,37
周口,21,27,北风,1,0,40,41
周口,22,27,东北风,1,0,39,39
周口,23,27,西南风,1,0,39,40
周口,00,27,西南风,1,0,39,49
周口,01,26,西风,2,0,43,51
周口,02,25,西南风,1,0,50,45
周口,03,24,西风,1,0,50,44
周口,04,23,西风,1,0,52,43
周口,05,,,,,,
南京,06,22,西风,2,0,99,43
南京,07,23,西风,2,0,88,46
南京,08,25,西北风,3,0,75,48
南京,09,27,西北风,2,0,61,53
南京,10,28,西北风,2,0,47,54
南京,11,29,西北风,3,0,35,54
南京,12,30,西风,2,0,30,44
南京,13,31,西北风,2,0,29,43
南京,14,31,西风,2,0,31,45
南京,15,31,西风,2,0,30,45
南京,16,32,西风,2,0,27,43
南京,17,31,西风,2,0,33,39
南京,18,30,西南风,2,0,39,40
南京,19,28,西南风,2,0,47,35
南京,20,27,东南风,1,0,59,33
南京,21,25,东北风,1,0,69,43
南京,22,24,北风,1,0,78,53
南京,23,23,北风,1,0,86,58
南京,00,23,东北风,1,0,83,56
南京,01,23,东南风,1,0,88,55
南京,02,23,东南风,1,0,87,56
南京,03,22,东北风,1,0,90,58
南京,04,22,东南风,1,0,93,58
南京,05,,,,,,
无锡,06,24,西风,2,0,78,47
无锡,07,25,西风,2,0,73,50
无锡,08,26,西北风,2,0,65,55
无锡,09,28,西北风,1,0,54,56
无锡,10,29,西北风,1,0,48,53
无锡,11,30,西北风,3,0,45,52
无锡,12,31,西风,3,0,35,73
无锡,13,31,西北风,2,0,34,77
无锡,14,32,西风,2,0,31,84
无锡,15,32,西北风,2,0,31,82
无锡,16,32,北风,1,0,32,75
无锡,17,31,西风,2,0,31,67
无锡,18,30,西风,1,0,35,60
无锡,19,29,西风,1,0,41,48
无锡,20,27,北风,0,0,56,52
无锡,21,24,北风,0,0,66,52
无锡,22,23,北风,0,0,77,55
无锡,23,22,北风,0,0,83,55
无锡,00,22,南风,1,0,85,54
无锡,01,23,南风,1,0,85,52
无锡,02,23,南风,1,0,83,48
无锡,03,22,南风,1,0,90,47
无锡,04,22,南风,1,0,90,46
无锡,05,,,,,,
镇江,06,21,北风,2,0.0,91,49
镇江,07,23,北风,2,0.0,82,51
镇江,08,25,北风,3,0.0,72,50
镇江,09,26,北风,2,0.0,64,50
镇江,10,28,北风,3,0.0,53,50
镇江,11,28,北风,3,0.0,47,47
镇江,12,29,北风,3,0.0,45,45
镇江,13,30,北风,2,0.0,38,47
镇江,14,30,北风,1,0.0,38,54
镇江,15,31,北风,3,0.0,30,49
镇江,16,31,北风,2,0.0,35,78
镇江,17,30,北风,2,0.0,38,104
镇江,18,28,北风,1,0.0,59,93
镇江,19,24,北风,1,0.0,77,48
镇江,20,23,北风,1,0.0,85,52
镇江,21,22,北风,1,0.0,84,49
镇江,22,22,北风,1,0.0,90,48
镇江,23,22,北风,0,0.0,89,49
镇江,00,21,北风,0,0.0,91,52
镇江,01,21,北风,0,0.0,93,53
镇江,02,21,北风,1,0.0,94,54
镇江,03,20,北风,1,0.0,95,55
镇江,04,20,北风,0,0.0,96,
镇江,05,,,,,,
苏州,06,23,西风,2,0,78,39
苏州,07,24,西风,2,0,76,45
苏州,08,26,西风,3,0,60,48
苏州,09,27,西风,1,0,55,50
苏州,10,28,西风,2,0,51,55
苏州,11,29,西风,3,0,56,53
苏州,12,30,西风,3,0,53,70
苏州,13,30,西风,3,0,50,92
苏州,14,31,西风,3,0,47,102
苏州,15,31,西风,3,0,46,105
苏州,16,31,西风,3,0,40,100
苏州,17,30,西风,3,0,44,77
苏州,18,29,西风,2,0,47,65
苏州,19,27,西南风,1,0,51,50
苏州,20,27,西南风,1,0,54,51
苏州,21,26,北风,0,0,62,54
苏州,22,25,北风,0,0,65,58
苏州,23,25,南风,1,0,78,65
苏州,00,25,北风,0,0,74,66
苏州,01,25,北风,0,0,74,67
苏州,02,24,北风,0,0,82,65
苏州,03,24,北风,0,0,82,63
苏州,04,24,西南风,1,0,75,61
苏州,05,,,,,,
南通,06,22,西风,2,0,86,36
南通,07,23,西风,3,0,82,36
南通,08,24,西北风,2,0,70,36
南通,09,26,西北风,2,0,60,38
南通,10,27,西北风,3,0,59,46
南通,11,28,西风,3,0,53,52
南通,12,29,西北风,3,0,40,46
南通,13,29,西风,3,0,35,42
南通,14,30,西北风,2,0,37,42
南通,15,30,西风,2,0,33,48
南通,16,31,西北风,2,0,37,49
南通,17,30,西北风,2,0,37,50
南通,18,28,北风,1,0,43,48
南通,19,26,东南风,1,0,64,49
南通,20,26,南风,1,0,54,51
南通,21,25,南风,1,0,59,54
南通,22,25,东南风,1,0,63,61
南通,23,24,南风,2,0,70,63
南通,00,24,南风,2,0,67,58
南通,01,23,南风,2,0,71,70
南通,02,23,南风,2,0,75,83
南通,03,24,西南风,1,0,73,79
南通,04,23,西北风,2,0,79,74
南通,05,,,,,,
扬州,06,20,西南风,1,0,93,44
扬州,07,22,西风,2,0,88,52
扬州,08,24,西风,2,0,75,55
扬州,09,26,西北风,2,0,64,58
扬州,10,28,北风,2,0,59,52
扬州,11,29,北风,1,0,48,43
扬州,12,30,西北风,2,0,38,39
扬州,13,30,西风,1,0,40,42
扬州,14,31,西风,2,0,34,41
扬州,15,31,西北风,2,0,35,41
扬州,16,31,西风,2,0,37,43
扬州,17,30,西风,2,0,34,44
扬州,18,28,西风,1,0,52,41
扬州,19,24,西风,1,0,71,41
扬州,20,23,北风,0,0,83,50
扬州,21,22,西风,1,0,86,76
扬州,22,22,南风,1,0,89,73
扬州,23,22,西南风,1,0,88,66
扬州,00,22,西北风,2,0,83,65
扬州,01,22,西风,1,0,82,58
扬州,02,21,北风,0,0,89,55
扬州,03,20,南风,1,0,93,57
扬州,04,20,南风,1,0,94,60
扬州,05,,,,,,
盐城,06,20,西风,2,0,86,45
盐城,07,22,西北风,2,0,76,50
盐城,08,24,西北风,2,0,67,53
盐城,09,25,西北风,3,0,56,52
盐城,10,27,西北风,3,0,48,50
盐城,11,28,西北风,3,0,42,42
盐城,12,29,西北风,2,0,40,42
盐城,13,29,西风,3,0,38,45
盐城,14,29,西南风,3,0,37,44
盐城,15,30,西南风,2,0,37,45
盐城,16,29,西南风,2,0,40,45
盐城,17,29,西南风,2,0,43,43
盐城,18,27,西南风,2,0,52,42
盐城,19,24,西南风,1,0,72,36
盐城,20,23,东南风,1,0,81,38
盐城,21,24,东南风,1,0,72,50
盐城,22,24,南风,1,0,84,64
盐城,23,24,西南风,2,0,72,51
盐城,00,22,西南风,0,0,86,44
盐城,01,21,南风,1,0,84,34
盐城,02,21,西南风,1,0,89,30
盐城,03,20,西南风,1,0,92,30
盐城,04,21,西风,1,0,91,29
盐城,05,,,,,,
徐州,06,19,西风,1,0,79,52
徐州,07,21,西风,1,0,75,53
徐州,08,24,西风,2,0,59,53
徐州,09,25,西风,2,0,53,56
徐州,10,26,西风,2,0,51,55
徐州,11,28,西北风,2,0,48,51
徐州,12,29,西风,2,0,48,51
徐州,13,29,西北风,2,0,47,45
徐州,14,30,西风,3,0,47,48
徐州,15,30,西北风,3,0,41,51
徐州,16,30,西北风,3,0,37,51
徐州,17,30,西北风,3,0,37,46
徐州,18,28,北风,2,0,40,42
徐州,19,25,东北风,1,0,53,38
徐州,20,22,北风,0,0,69,46
徐州,21,21,北风,1,0,74,53
徐州,22,20,北风,1,0,78,57
徐州,23,20,西风,1,0,78,58
徐州,00,20,北风,1,0,79,56
徐州,01,20,东风,1,0,81,55
徐州,02,20,南风,1,0,82,56
徐州,03,22,东北风,1,0,67,55
徐州,04,23,东南风,1,0,57,54
徐州,05,,,,,,
淮安,06,18,西风,2,0,97,53
淮安,07,20,西风,2,0,89,52
淮安,08,23,西风,2,0,77,57
淮安,09,24,西风,2,0,66,56
淮安,10,26,西风,2,0,58,52
淮安,11,27,西南风,2,0,54,46
淮安,12,28,西南风,2,0,54,41
淮安,13,28,西南风,3,0,49,38
淮安,14,28,西南风,3,0,48,38
淮安,15,28,西南风,3,0,47,39
淮安,16,28,西南风,2,0,51,40
淮安,17,27,西南风,2,0,56,36
淮安,18,26,南风,1,0,69,32
淮安,19,23,南风,1,0,82,32
淮安,20,23,北风,0,0,87,38
淮安,21,22,北风,0,0,90,46
淮安,22,21,北风,0,0,95,51
淮安,23,20,北风,0,0,97,53
淮安,00,20,北风,0,0,98,54
淮安,01,19,北风,0,0,98,55
淮安,02,19,北风,0,0,99,55
淮安,03,19,西南风,1,0,99,54
淮安,04,19,南风,1,0,99,57
淮安,05,,,,,,
连云港,06,20,西北风,2,0,84,60
连云港,07,21,西北风,2,0,74,61
连云港,08,23,西北风,2,0,63,62
连云港,09,25,西风,2,0,59,61
连云港,10,26,西风,3,0,52,58
连云港,11,27,西风,3,0,47,47
连云港,12,28,西风,3,0,47,46
连云港,13,28,西风,4,0,46,47
连云港,14,29,西风,4,0,44,48
连云港,15,28,西南风,4,0,47,49
连云港,16,28,西风,4,0,48,52
连云港,17,28,西风,4,0,50,45
连云港,18,26,西风,3,0,52,41
连云港,19,24,西风,2,0,64,42
连云港,20,24,西北风,2,0,59,39
连云港,21,22,西风,1,0,71,50
连云港,22,20,西南风,1,0,86,52
连云港,23,19,南风,1,0,90,51
连云港,00,19,西北风,1,0,89,50
连云港,01,18,西南风,1,0,97,53
连云港,02,18,北风,1,0,88,51
连云港,03,17,西南风,1,0,100,50
连云港,04,17,北风,0,0,100,58
连云港,05,,,,,,
常州,06,23,西风,2,0,77,
常州,07,25,西风,2,0,67,58
常州,08,26,西风,2,0,60,52
常州,09,27,西风,2,0,57,44
常州,10,28,西风,2,0,53,40
常州,11,29,西风,2,0,50,50
常州,12,29,西北风,2,0,47,60
常州,13,30,西风,2,0,37,80
常州,14,31,西北风,1,0,37,85
常州,15,31,西风,1,0,36,73
常州,16,31,北风,2,0,36,73
常州,17,31,西风,2,0,34,88
常州,18,30,西北风,2,0,33,80
常州,19,27,南风,1,0,49,50
常州,20,25,东风,1,0,58,45
常州,21,24,东南风,1,0,64,52
常州,22,24,东南风,1,0,67,54
常州,23,23,南风,0,0,73,55
常州,00,23,南风,1,0,75,58
常州,01,22,东南风,1,0,76,62
常州,02,22,东南风,1,0,79,64
常州,03,22,东风,1,0,82,64
常州,04,22,东南风,1,0,86,65
常州,05,,,,,,
泰州,06,21,西风,2,0,87,34
泰州,07,23,西风,2,0,78,35
泰州,08,25,西北风,3,0,75,42
泰州,09,26,西北风,2,0,64,47
泰州,10,27,西北风,2,0,46,42
泰州,11,28,西北风,2,0,43,36
泰州,12,29,北风,2,0,42,37
泰州,13,30,西北风,2,0,37,40
泰州,14,30,西风,2,0,41,42
泰州,15,30,西风,3,0,37,45
泰州,16,30,西风,2,0,34,46
泰州,17,30,西风,2,0,41,50
泰州,18,28,西风,1,0,59,45
泰州,19,24,北风,0,0,76,45
泰州,20,23,东南风,1,0,88,51
泰州,21,22,北风,0,0,95,46
泰州,22,22,南风,1,0,100,53
泰州,23,21,南风,1,0,98,55
泰州,00,22,南风,1,0,93,55
泰州,01,24,西北风,1,0,72,54
泰州,02,22,南风,1,0,97,55
泰州,03,21,东风,1,0,100,51
泰州,04,20,东南风,1,0,100,53
泰州,05,,,,,,
宿迁,06,18,西南风,1,0,95,52
宿迁,07,20,西风,1,0,92,53
宿迁,08,22,西风,1,0,77,55
宿迁,09,25,西北风,1,0.2,64,51
宿迁,10,26,西北风,2,0,47,38
宿迁,11,28,西风,2,0,45,35
宿迁,12,28,西风,2,0,41,37
宿迁,13,29,西风,2,0,45,41
宿迁,14,29,北风,2,0.0,40,46
宿迁,15,29,西风,2,0,42,46
宿迁,16,28,西风,1,0,45,45
宿迁,17,28,西北风,1,0,53,49
宿迁,18,28,西北风,1,0,62,52
宿迁,19,25,北风,1,0,72,59
宿迁,20,23,西风,1,0,68,51
宿迁,21,21,西风,1,0,76,46
宿迁,22,20,北风,0,0,85,43
宿迁,23,19,北风,0,0,87,52
宿迁,00,19,东风,1,0,92,63
宿迁,01,19,西北风,1,0,93,73
宿迁,02,19,北风,1,0,94,63
宿迁,03,19,西风,1,0,95,60
宿迁,04,20,西南风,1,0,84,57
宿迁,05,,,,,,
武汉,06,20,北风,0,0,98,56
武汉,07,22,北风,0,0,99,60
武汉,08,26,西北风,1,0,79,62
武汉,09,28,北风,1,0,62,65
武汉,10,29,西风,2,0,57,67
武汉,11,32,西风,1,0,45,66
武汉,12,32,西北风,2,0,42,65
武汉,13,33,西北风,2,0,37,94
武汉,14,33,西南风,1,0,42,101
武汉,15,33,西南风,2,0,36,80
武汉,16,33,西风,2,0,40,65
武汉,17,33,西风,2,0,37,59
武汉,18,32,北风,0,0,44,57
武汉,19,27,北风,0,0,64,46
武汉,20,24,北风,0,0,72,43
武汉,21,24,北风,0,0,81,51
武汉,22,23,北风,0,0,87,57
武汉,23,23,北风,0,0,90,58
武汉,00,22,北风,0,0,92,57
武汉,01,23,北风,0,0,94,58
武汉,02,23,北风,0,0,93,64
武汉,03,23,北风,0,0,94,69
武汉,04,23,北风,0,0,93,67
武汉,05,,,,,,
襄阳,06,21,西风,2,0,74,36
襄阳,07,21,西风,2,0,75,33
襄阳,08,22,西北风,1,0,71,37
襄阳,09,24,西北风,1,0,64,37
襄阳,10,27,东北风,2,0,60,44
襄阳,11,29,西北风,2,0,47,37
襄阳,12,31,西北风,2,0,45,39
襄阳,13,31,西北风,3,0,35,42
襄阳,14,32,北风,2,0,32,43
襄阳,15,32,西北风,2,0,33,42
襄阳,16,32,西北风,2,0,29,42
襄阳,17,31,东北风,2,0,32,42
襄阳,18,30,东北风,2,0,37,40
襄阳,19,30,东风,1,0,34,34
襄阳,20,28,西风,2,0,39,40
襄阳,21,27,西风,3,0,46,52
襄阳,22,27,西风,4,0,49,55
襄阳,23,26,西风,3,0,46,51
襄阳,00,26,西风,3,0,47,67
襄阳,01,23,西风,3,0,66,68
襄阳,02,23,西风,3,0,63,69
襄阳,03,23,西风,3,0,61,63
襄阳,04,22,西风,2,0,70,61
襄阳,05,,,,,,
鄂州,06,25,南风,2,0,85,60
鄂州,07,26,西南风,2,0,83,65
鄂州,08,26,西南风,2,0,82,70
鄂州,09,28,南风,2,0,74,75
鄂州,10,29,西南风,2,0,64,76
鄂州,11,30,西南风,2,0,64,75
鄂州,12,31,西南风,2,0,41,73
鄂州,13,33,南风,2,0,33,79
鄂州,14,34,南风,2,0,26,79
鄂州,15,34,南风,2,0,27,80
鄂州,16,34,西南风,2,0,31,77
鄂州,17,33,西风,3,0,31,63
鄂州,18,32,西南风,3,0,34,54
鄂州,19,31,西风,3,0,35,45
鄂州,20,31,西风,3,0,42,52
鄂州,21,30,西风,2,0,45,55
鄂州,22,28,南风,2,0,59,57
鄂州,23,28,南风,2,0,67,58
鄂州,00,27,东南风,2,0,62,58
鄂州,01,26,东南风,2,0,68,62
鄂州,02,26,东南风,2,0,67,65
鄂州,03,25,东南风,1,0,61,64
鄂州,04,25,东风,1,0,60,65
鄂州,05,,,,,,
孝感,06,20,北风,1,0,99,57
孝感,07,24,东北风,1,0,87,53
孝感,08,26,东北风,1,0,73,58
孝感,09,29,东北风,1,0,56,54
孝感,10,30,南风,2,0,43,50
孝感,11,31,西南风,2,0,41,52
孝感,12,31,西风,2,0,44,65
孝感,13,32,西风,3,0,40,77
孝感,14,33,西南风,3,0,34,68
孝感,15,33,西南风,3,0,34,63
孝感,16,33,西风,2,0,39,50
孝感,17,33,西风,2,0,34,50
孝感,18,31,南风,2,0,42,49
孝感,19,28,南风,2,0,53,45
孝感,20,25,南风,2,0,70,46
